Ortsname                          Breite    Laenge
Brunsbuettelkoog                  53n54     9e8
Brusendorf                        52n19     13e31
Brzeg                             50n52     17e27
Bubenreuth                        49n38     11e1
Bublitz                           53n57     16e36
Buchau                            49n47     11e32
Buchbach                          48n19     12e17
Buchen                            49n32     9e17
Buchenberg                        47n42     10e14
Buchholz Ennepe-Ruhr-Kreis        51n23     7e15
Buchholz an der Ruhr              51n23     7e15
Buchholz bei Berlin               52n35     13e47
Buchholz bei Berlin DDR           52n35     13e47
Buchholz in Brandenburg           52n10     12e55
Buchholz in der Nordheide         53n20     9e52
Buchloe                           48n2      14e44
Bucholt                           51n39     6e43
Buchow-Karpzow                    52n31     12e57
Buckow                            52n34     14e4
Budberg                           51n32     6e38
Buderus                           51n33     7e38
Buechen                           53n29     10e36
Buechenbeuren                     49n55     7e16
Buechlberg                        48n40     13e30
Bueckeburg                        52n16     9e2
Buecken                           52n46     9e7
Bueckwitz                         52n52     12e29
Buedelsdorf                       54n18     9e40
Buederich                         51n37     6e34
Buedingen                         50n17     9e7
Buehl                             48n42     8e8
Buehlertal                        48n41     8e10
Buende                            52n12     8e35
Buendheim                         51n53     10e32
Buenningstedt                     53n41     10e13
Bueren                            51n33     8e33
Buergel                           50n56     11e45
Buerstadt                         49n38     8e27
Buesingen                         47n42     8e41
Buesum                            54n8      8e51
Buetow                            54n11     17e30
Buettgen                          51n12     6e36
Buetzfleth                        53n39     9e28
Buetzow                           53n50     11e59
Buldern                           51n52     7e22
Bullay                            50n3      7e8
